name,phone,social,2gis_url
Основа,+79181925222,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001099965371/38.962768%2C45.059511?m=39.2247%2C45.220339%2F10.62
Comfort group,+79094663540,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001099373431/38.963893%2C45.049936?m=39.2247%2C45.220339%2F10.62
Компания по установке натяжных потолков,+79925005367,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001099101003?m=39.2247%2C45.220339%2F10.62
Артель Ладага,+79184703509,"YouTube, WhatsApp, Telegram",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001098931475/37.365407%2C44.853723?m=39.2247%2C45.220339%2F10.62
НВМ,+79183140862,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001098646453/39.021094%2C45.095364?m=38.972018%2C45.047382%2F10.62
Элит Эстейт,+79010081286,"WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001098524036/37.354579%2C44.896255?m=38.972018%2C45.047382%2F10.62
Рса,+79181982888,Taplink,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001098524036/37.354579%2C44.896255?m=37.354579%2C44.896255%2F10.62
Про Ремонт,+79385153553,"WhatsApp, Telegram",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001098196139/37.782948%2C44.712744?m=37.768971%2C44.692072%2F10.62
Pro100сантех,+79307637448,Telegram,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001098196139/37.782948%2C44.712744?m=37.768971%2C44.692072%2F10.62
Граф,+79184674611,Telegram,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001098078939?m=37.768971%2C44.692072%2F10.62
Ремонт от А до Я,+79059563024,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001097852691?m=37.768971%2C44.692072%2F10.62
Ликвидатор-Строй,+79298439084,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001097424167?m=38.994723%2C45.037063%2F10.62
ИП Харичев А.А.,+79881402264,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001097424167?m=38.994723%2C45.037063%2F10.62
Интериум,+79284853444,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001097418371?m=38.994723%2C45.037063%2F10.62
Эстетика пространства,+79280411749,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001097417638/39.025784%2C45.027006?m=38.994723%2C45.037063%2F10.62
Аварийная служба по электромонтажным работам,+79184372232,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/37/firm/70000001097416524?m=38.994723%2C45.037063%2F10.62
Грандстрой,+79189472727,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/37/firm/70000001097416524?m=38.994723%2C45.037063%2F10.62
Студия дизайна интерьера,+79280448385,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/37/firm/70000001097413317/39.001068%2C45.032061?m=38.994723%2C45.037063%2F10.62
Академия безопасности,+78619914941,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/37/firm/70000001097401943/38.983987%2C45.04688?m=38.994723%2C45.037063%2F10.62
АМ-ПроРемонт,+79288449377,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/37/firm/70000001097329857/39.016087%2C45.054567?m=38.994723%2C45.037063%2F10.62
Союз,+79182342131,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/37/firm/70000001095381626/39.076342%2C45.014112?m=38.976653%2C45.096852%2F10.62
Элита строй,+79268115781,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/38/firm/70000001094995669/38.995174%2C45.076135?m=38.976653%2C45.096852%2F10.62
Арс строй,+79034111666,WhatsApp,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/38/firm/70000001094899094/37.336902%2C44.894518?m=38.976653%2C45.096852%2F10.62
Krash,+79180660005,"Telegram, WhatsApp",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/38/firm/70000001093817167/37.386849%2C44.900148?m=38.907229%2C45.098942%2F10.62
Ладный Дом,+79673102323,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/38/firm/70000001093746491/39.049%2C45.031462?m=37.386849%2C44.900148%2F10.62
Смелый ремонт,+79186665459,"Telegram, YouTube, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/38/firm/70000001093392779/38.988697%2C45.076717?m=39.049%2C45.031462%2F10.62
Югсити строй,+79667600055,"WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/38/firm/70000001093021177/37.33372%2C44.878231?m=39.049%2C45.031462%2F10.62
Уровень,+79897774550,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091537334/38.082361%2C44.570461?m=38.082361%2C44.570461%2F10.62
Дизайн-Профессионал,+79898362300,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091533978/38.098119%2C44.552969?m=38.082361%2C44.570461%2F10.62
Юг-Берег,+79883599777,"YouTube, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091532383/37.341959%2C44.900917?m=38.082361%2C44.570461%2F10.62
ДоломитСтрой,+79673146433,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091530775/37.702471%2C44.767709?m=37.341959%2C44.900917%2F10.62
LeDaRu,+79655990163,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091522571/38.073817%2C44.57351?m=38.073817%2C44.57351%2F10.62
Академия тепла,+79897666990,,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091505952/37.760133%2C44.691766?m=38.073817%2C44.57351%2F10.62
Корона,+79184736593,,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091500157/37.333951%2C44.887852?m=37.760133%2C44.691766%2F10.62
Позитив,+79385099194,WhatsApp,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091499228/37.339547%2C44.891234?m=37.333951%2C44.887852%2F10.62
Южный берег +,+79184673146,,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091498031/37.781003%2C44.693046?m=37.333951%2C44.887852%2F10.62
Черное побережье,+79284414144,"WhatsApp, Telegram",https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091496049/38.071723%2C44.548528?m=37.781003%2C44.693046%2F10.62
Уровень cтрой,+79186699907,"WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091495556/37.339469%2C44.889044?m=38.071723%2C44.548528%2F10.62
Домовой,+78002347823,"Telegram, WhatsApp",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091493864/37.768023%2C44.724291?m=37.339469%2C44.889044%2F10.62
Эталон Pro,+79282922662,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091445310/38.971845%2C45.02717?m=37.768023%2C44.724291%2F10.62
МЕГА-Строй,+79888880926,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091445310/38.971845%2C45.02717?m=38.971845%2C45.02717%2F10.62
Крепстрой,+79965322817,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001090883878/38.964247%2C45.245787?m=38.971845%2C45.02717%2F10.62
YAroom bureau,+79882473434,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/42/firm/70000001087979749/38.903404%2C45.099662?m=38.958981%2C45.108211%2F10.62
Rian-invest,+79183139558,"YouTube, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/42/firm/70000001087494846/39.000315%2C45.097845?m=38.958981%2C45.108211%2F10.62
Alfagrupp,+79298410125,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/42/firm/70000001087494846/39.000315%2C45.097845?m=38.958981%2C45.108211%2F10.62
Сологрупп,+79649195767,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/42/firm/70000001086918146/39.083679%2C45.037853?m=38.958981%2C45.108211%2F10.62
Созидание-4,+79184946289,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/42/firm/70000001083629580/38.974678%2C45.046731?m=37.353254%2C44.899728%2F10.62
Сириус,+79184584813,WhatsApp,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/42/firm/70000001083618414/37.341843%2C44.889823?m=38.974678%2C45.046731%2F10.62
Ремонтно-отделочная компания,+79183165235,WhatsApp,https://2gis.ru/abinsk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/42/firm/70000001083617286/38.180345%2C44.860684?m=37.341843%2C44.889823%2F10.62
Esteteka,+79385457888,"WhatsApp, Telegram",https://2gis.ru/abinsk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/43/firm/70000001083617286/38.180345%2C44.860684/tab/photos?m=38.180345%2C44.860684%2F10.62
Империя ремонта,+79615308182,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/43/firm/70000001081176208?m=38.904747%2C45.092173%2F10.62
Строймаг,+79181141541,"Telegram, YouTube, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/43/firm/70000001081176208?m=38.904747%2C45.092173%2F10.62
Полина групп,+79385575747,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/43/firm/70000001078639090/39.011614%2C45.063541?m=38.981605%2C45.044327%2F10.62
Полар,+79181255800,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/43/firm/70000001077163105/38.929257%2C45.057886?m=38.981605%2C45.044327%2F10.62
Идеальный квадрат,+79180220738,"YouTube, WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001077163105/38.929257%2C45.057886/tab/photos?m=38.981605%2C45.044327%2F10.62
Металлист,+79898085857,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076836150/38.672493%2C44.831511?m=38.981605%2C45.044327%2F10.62
Титул,+79189720166,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076835023/39.063612%2C45.021549?m=38.672493%2C44.831511%2F10.62
Мастерская по ремонту вмятин вакуумом,+79183554192,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076835023/39.063612%2C45.021549?m=39.063612%2C45.021549%2F10.62
Кс,+79002450555,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076830375/38.961223%2C45.048988?m=39.063612%2C45.021549%2F10.62
Апартстрой,+79182929275,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076830375/38.961223%2C45.048988?m=39.063612%2C45.021549%2F10.62
Плит-Мастер,+79181687756,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076827679/39.053004%2C45.039651?m=39.063612%2C45.021549%2F10.62
ГорДорСтрой,+79181576935,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076825990/39.204875%2C45.013875?m=39.063612%2C45.021549%2F10.62
Raviga,+79186569196,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/45/firm/70000001075258899/38.952593%2C45.074525?m=37.774111%2C44.673437%2F10.62
Текстура,+79883300202,"Telegram, WhatsApp",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001069907732/37.331904%2C44.888924?m=38.091901%2C44.547785%2F10.62
Pakulev stroy group,+79184382643,WhatsApp,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001069907732/37.331904%2C44.888924?m=37.331904%2C44.888924%2F10.62
Геометрия,+79884709122,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001069138644/37.780783%2C44.691274?m=37.331904%2C44.888924%2F10.62
Комфорт-Строй,+79184308341,,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001068828727/40.22817%2C45.833367?m=38.472252%2C44.866703%2F10.62
"Мой дом, моя крепость",+79638586483,WhatsApp,https://2gis.ru/temryuk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001068790647/37.361842%2C45.28441?m=40.142765%2C45.369877%2F10.62
Компания по поиску мастера и ремонту помещений,+79284209150,,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001068787299/39.771383%2C46.149145?m=37.361842%2C45.28441%2F10.62
Компания по отделке помещений,+79181153714,WhatsApp,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001068778226/38.444654%2C45.365794?m=38.233612%2C45.367601%2F10.62
Газ сервис,+78614842530,,https://2gis.ru/temryuk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001068749217/37.419582%2C45.266407?m=39.791538%2C46.116052%2F10.62
Атмосфера,+79898089393,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001068224086/39.011512%2C45.023442?m=37.419582%2C45.266407%2F10.62
Pro ремонт Brend,+78617650606,,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001067905460/37.778803%2C44.685835?m=37.778803%2C44.685835%2F10.62
Мой Дом,+79384726415,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001067313107?m=37.778803%2C44.685835%2F10.62
ТараСова,+79016006879,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001067083761?m=37.778803%2C44.685835%2F10.62
Двери&Ламинат,+79182942957,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001066201199/38.970142%2C45.048595?m=38.970142%2C45.048595%2F10.62
Ключ от Юга,+78005502240,Telegram,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001065608908/37.338555%2C44.887715?m=38.970142%2C45.048595%2F10.62
Krd Hous,+79186377077,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001063886804?m=37.338555%2C44.887715%2F10.62
2А,+79282022540,"WhatsApp, Telegram",https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001063710372/38.071255%2C44.548266?m=37.338555%2C44.887715%2F10.62
Гарант строй сервис,+79615895559,,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/49/firm/70000001060960731/37.331399%2C44.89419?m=39.038258%2C45.066784%2F10.62
Грузберу,+79628557046,"WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/49/firm/70000001060960731/37.331399%2C44.89419?m=37.331399%2C44.89419%2F10.62
