name,phones,social,url_2gis
Бастион,+79284337666,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/58/firm/70000001006340389/38.077519%2C44.561901?m=38.962823%2C45.069532%2F10.62
Белый лев,+79180824946,"WhatsApp, Telegram",https://2gis.ru/goryachij-klyuch/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/51/firm/70000001052802688/39.156363%2C44.638772?m=39.034485%2C45.005975%2F10.62
Благодарное,+79183986899,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/4/firm/70000001095696127/39.033386%2C45.088676?m=38.906871%2C45.097443%2F10.62
Братья в деле,+79994112020,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/8/firm/70000001079729216?m=37.355052%2C44.898312%2F10.62
Ваш город,+79186704190,,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/58/firm/70000001007168691/37.309606%2C44.892072?m=38.018603%2C44.919082%2F10.62
Вверхстрой,"+79398821208, +78617620202",,
Вертикаль,+78007074907,"YouTube, WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/54/firm/70000001043620527/37.30048%2C44.895434?m=37.770093%2C44.692426%2F10.62
ВиП-Компани,+79825189918,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/2/firm/70000001102788112/39.033456%2C45.095393?m=39.003284%2C45.085157%2F10.62
ВласРемСтрой,+79064350149,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/3/firm/70000001102786085?m=39.003284%2C45.085157%2F10.62
Вотчина,"+79615115125, +79880959954","Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001099882658/39.05966%2C45.099137?m=37.761364%2C44.694172%2F10.62
Всё для Кровли и Фасада,+79673116747,WhatsApp,https://2gis.ru/tihoreck/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001039341641/40.124833%2C45.863901?m=38.940713%2C45.129826%2F10.62
Выездная строительно-отделочная компания,+79180168897,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001049144179?m=37.794426%2C44.675825%2F10.62
Газ сервис,+78614842530,,https://2gis.ru/temryuk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001068749217/37.419582%2C45.266407?m=39.791538%2C46.116052%2F10.62
Галстрой,+79282448575,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/54/firm/70000001042809810/38.977878%2C45.047248?m=38.083867%2C44.55968%2F10.62
Гарант строй сервис,"+79615895559, +79628557046","WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/49/firm/70000001060960731/37.331399%2C44.89419?m=39.038258%2C45.066784%2F10.62
Гарант-строй,+79184437935,WhatsApp,https://2gis.ru/ust-labinsk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/30/firm/70000001035712649/39.697864%2C45.2178?m=38.969748%2C45.062656%2F10.62
Гектор,"+78612215345, +78612018609",,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/60/firm/3237490513172919/38.921635%2C45.037195?m=39.022864%2C45.000853%2F10.62
Гелеос,"+79186500665, +78612732776","Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/30/firm/70000001043704511?m=38.99644%2C45.036791%2F10.62
Геометрия,+79884709122,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001069138644/37.780783%2C44.691274?m=37.331904%2C44.888924%2F10.62
ГорДорСтрой,+79181576935,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076825990/39.204875%2C45.013875?m=39.063612%2C45.021549%2F10.62
Горизонт,"+79388686009, +79184012464","WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/25/firm/70000001021305215/37.325583%2C44.877445?m=40.130923%2C45.825674%2F10.62
Готика,+79888886332,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/7/firm/70000001032347407/38.974702%2C45.059385?m=38.968099%2C45.037906%2F10.62
Готика,+79384507545,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/7/firm/70000001082894202?m=38.968099%2C45.037906%2F10.62
Грани,+79181040532,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/21/firm/70000001041713954
Граф,+79184674611,Telegram,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001098078939?m=37.768971%2C44.692072%2F10.62
Грин Билл,+79823627953,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/33/firm/70000001102512563?m=37.326362%2C44.898806%2F10.62
Двери&Ламинат,+79182942957,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001066201199/38.970142%2C45.048595?m=38.970142%2C45.048595%2F10.62
Департамент ремонта,+79184540104,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/58/firm/70000001026132486/tab/photos?m=37.344563%2C44.905944%2F10.62
Дизайн 360,"+79186436060, +79189116000, +79189866636, +79181543090",,
Дизайн-Профессионал,+79898362300,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091533978/38.098119%2C44.552969?m=38.082361%2C44.570461%2F10.62
ДоломитСтрой,+79673146433,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/39/firm/70000001091530775/37.702471%2C44.767709?m=37.341959%2C44.900917%2F10.62
Дом быта,+79000004560,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/31/firm/70000001105804918/38.909743%2C45.098253?m=38.957293%2C45.025459%2F10.62
Домовой,+78002347823,"Telegram, WhatsApp",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091493864/37.768023%2C44.724291?m=37.339469%2C44.889044%2F10.62
Доступное жилье,+79883212515,"WhatsApp, Telegram",https://2gis.ru/krymsk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/27/firm/70000001026510132/38.006302%2C44.945467?m=37.333617%2C44.901172%2F10.62
Загородный дом,+79994184999,"WhatsApp, Telegram",https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/13/firm/70000001059365784/38.08402%2C44.564636?m=39.01902%2C45.120078%2F10.62
Зевс,+79054023636,"WhatsApp, Telegram",https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/59/firm/10415102419304735/38.073064%2C44.579522?m=38.073064%2C44.579522%2F10.62
Золотой КлючЪ,+79516059191,"WhatsApp, Telegram",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/26/firm/70000001059935615/37.545199%2C44.827919?m=39.0115%2C45.116395%2F10.62
ИП Паранук А.Д.,+79183333389,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/34/firm/70000001101696850?m=38.947167%2C45.038329%2F10.62
Ильяс строй,+79181596371,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/54/firm/70000001042534241?m=38.099416%2C44.55248%2F10.62
Империя мебели,+79283344671,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/53/firm/70000001044238936/38.091336%2C44.565966?m=38.069522%2C44.54817%2F10.62
Империя ремонта,"+79615308182, +79181141541","Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/43/firm/70000001081176208?m=38.904747%2C45.092173%2F10.62
Инвест-плюс,+79186650222,"Telegram, WhatsApp",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/5/firm/70000001104043476/37.319254%2C44.883262?m=38.908843%2C45.105323%2F10.62
Инвестстрой,+79892462005,"YouTube, WhatsApp",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/56/firm/70000001033524869/37.723369%2C44.745948?m=37.308717%2C44.891364%2F10.62
Интериум,+79284853444,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/36/firm/70000001097418371?m=38.994723%2C45.037063%2F10.62
Кванта,+79994256425,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/6/firm/70000001093043693/39.027373%2C45.048677?m=38.974335%2C45.117762%2F10.62
Квартирный вопрос,+79180009797,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/6/firm/70000001090437677/38.974335%2C45.117762?m=37.770093%2C44.692426%2F10.62
Кеrамика,+79181444386,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001053442498/39.224131%2C45.211594?m=38.919204%2C45.063242%2F10.62
Ключ от Юга,+78005502240,Telegram,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/47/firm/70000001065608908/37.338555%2C44.887715?m=38.970142%2C45.048595%2F10.62
Команда R,+78612050688,,https://2gis.ru/krasnodar/firm/70000001050270840
Компания по отделке и ремонту квартир,+79182527902,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/50/firm/70000001052829078?m=38.547812%2C44.850461%2F10.62
Компания по отделке помещений,+79181153714,WhatsApp,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001068778226/38.444654%2C45.365794?m=38.233612%2C45.367601%2F10.62
Компания по поиску мастера и ремонту помещений,+79284209150,,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001068787299/39.771383%2C46.149145?m=37.361842%2C45.28441%2F10.62
Компания по предоставлению сантехнических работ,+79883882348,WhatsApp,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/52/firm/70000001046489229/39.389733%2C46.316003?m=38.077399%2C44.573123%2F10.62
Компания по ремонту и отделке квартир и домов,+79282829354,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/24/firm/70000001064274303?m=38.963833%2C45.050183%2F10.62
Компания по ремонту и отделке помещений,+79227977982,"WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001061276345?m=38.921365%2C45.035029%2F10.62
Компания по ремонту и строительству,+79644544954,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/19/firm/70000001100988272?m=39.005711%2C45.033943%2F10.62
Компания по ремонту квартир,+79385333444,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/32/firm/70000001105151036/38.986338%2C45.139667?m=38.952897%2C45.101021%2F10.62
Компания по ремонту квартир и домов,+79503361918,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001070344001/39.026286%2C45.099018?m=39.05966%2C45.099137%2F10.62
Компания по ремонту квартир и домов,+79184277188,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/17/firm/70000001087768972?m=38.992948%2C45.139199%2F10.62
Компания по ремонту квартир на выезде,+79388668850,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/50/firm/70000001056585037/39.02713%2C45.046824/tab/photos?m=39.037497%2C45.055388%2F10.62
Компания по ремонту помещений под ключ,+79107147668,,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/6/firm/70000001089882383/37.770093%2C44.692426?m=39.111799%2C45.00207%2F10.62
Компания по услугам демонтажа,+79608038015,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/25/firm/70000001103796139/39.01673%2C45.089691?m=37.743177%2C44.728877%2F10.62
Компания по установке натяжных потолков,+79925005367,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/35/firm/70000001099101003?m=39.2247%2C45.220339%2F10.62
Компания по эмалировке ванн,"+78617625503, +79183680829","YouTube, WhatsApp, Telegram",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/50/firm/70000001053901836/37.759467%2C44.74671?m=37.793527%2C44.676622%2F10.62
Компания ремонтных работ,+79895597974,,
Компас,+79964788956,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/31/firm/70000001110562612/38.92122%2C45.036315?m=38.943272%2C45.037581%2F10.62
Комплект-контора,+79184393388,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/13/firm/70000001057653017/38.992371%2C45.063322?m=38.08402%2C44.564636%2F10.62
Комфорт,+79184684614,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/25/firm/70000001032611650/37.767755%2C44.700868?m=39.01673%2C45.089691%2F10.62
Комфорт сервис,+79952262199,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/21/firm/70000001032722654?m=38.948017%2C45.052692%2F10.62
Комфорт-Строй,+79184308341,,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/46/firm/70000001068828727/40.22817%2C45.833367?m=38.472252%2C44.866703%2F10.62
Комфорт-строй,+79181505353,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/34/firm/70000001100604889/39.2247%2C45.220339?m=38.203449%2C46.050421%2F10.62
Константин и Ко,+79182628013,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/34/firm/70000001101364215/39.00961%2C45.085368?m=38.947167%2C45.038329%2F10.62
Корона,+79184736593,,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001091500157/37.333951%2C44.887852?m=37.760133%2C44.691766%2F10.62
Крайслом123,+78612999946,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/51/firm/70000001052802381/39.010946%2C45.082077?m=39.156363%2C44.638772%2F10.62
Крд-монтаж,+79883300595,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/5/firm/70000001090706795/39.036693%2C45.083925?m=37.319254%2C44.883262%2F10.62
Креатив,+78613259898,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/60/firm/3237490513293272?m=39.022864%2C45.000853%2F10.62
Крепстрой,+79965322817,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/40/firm/70000001090883878/38.964247%2C45.245787?m=38.971845%2C45.02717%2F10.62
Кристалл,+79298452257,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/25/firm/70000001006972297/38.093512%2C44.570058?m=38.666672%2C44.849309%2F10.62
Кс,"+79002450555, +79182929275","WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/44/firm/70000001076830375/38.961223%2C45.048988?m=39.063612%2C45.021549%2F10.62
Ксенум,+79883885588,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001102222692/38.969748%2C45.062656?m=39.026502%2C45.099018%2F10.62
Кубань-строй,+79181212303,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/2/firm/70000001102787508/39.00531%2C45.08955?m=39.003284%2C45.085157%2F10.62
Ладный Дом,+79673102323,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/38/firm/70000001093746491/39.049%2C45.031462?m=37.386849%2C44.900148%2F10.62
Лев,+79529754975,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/26/firm/70000001029650087?m=39.0115%2C45.116395%2F10.62
Лепнина Архитектурные Декоры,+79086775140,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/59/firm/10415102419287626/37.780469%2C44.681856?m=37.988772%2C44.905665%2F10.62
